usuario,pelicula1,pelicula2,pelicula3,pelicula4,pelicula5,pelicula6,pelicula7,pelicula8,pelicula9,pelicula10
User37484,4,1,3,8,10,2,1,5,3,10
User37485,7,6,5,5,7,10,9,8,5,10
User37486,4,3,10,4,5,5,3,6,7,5
User37487,1,4,5,10,6,6,2,9,1,8
User37488,5,1,3,2,10,8,6,1,9,5
User37489,7,5,1,1,1,5,10,7,4,7
User37490,10,7,8,2,3,5,8,1,10,9
User37491,1,6,3,9,1,9,8,3,5,5
User37492,10,1,3,9,4,7,5,10,4,3
User37493,4,2,8,8,2,2,8,2,4,10
User37494,5,4,1,8,8,9,8,9,2,10
User37495,10,2,3,10,10,7,7,2,7,1
User37496,7,5,10,9,7,4,1,7,4,1
User37497,10,8,1,4,4,10,7,1,9,9
User37498,3,1,8,8,3,5,7,7,10,8
User37499,4,5,10,7,8,6,4,2,6,8
User37500,5,2,3,6,5,5,2,6,1,9
User37501,5,10,10,3,8,10,9,1,4,1
User37502,6,2,7,9,10,2,2,3,10,2
User37503,8,8,5,8,6,6,3,1,4,1
User37504,7,2,5,5,9,3,5,8,9,6
User37505,4,8,9,7,10,7,5,1,1,9
User37506,6,4,7,6,2,5,3,9,5,3
User37507,3,1,2,4,8,1,1,3,7,7
User37508,5,3,5,4,1,6,1,9,6,4
User37509,2,10,6,2,8,10,4,4,2,4
User37510,6,7,2,2,5,1,9,10,5,1
User37511,7,3,3,2,6,8,8,9,4,7
User37512,10,8,3,1,7,8,8,7,2,4
User37513,4,4,9,1,8,10,4,3,10,4
User37514,6,7,8,4,8,10,2,10,4,7
User37515,7,2,9,6,3,10,3,7,9,6
User37516,6,9,7,4,10,10,1,5,8,6
User37517,5,8,3,2,6,2,1,1,7,9
User37518,5,1,4,9,7,6,3,6,3,8
User37519,2,4,5,7,8,9,6,4,1,10
User37520,4,8,3,5,8,1,6,7,7,5
User37521,1,10,1,5,1,7,5,8,1,2
User37522,2,3,9,2,6,7,7,2,4,10
User37523,3,1,4,5,10,10,10,6,6,9
User37524,3,9,7,6,8,6,5,10,3,9
User37525,3,3,10,4,4,9,8,3,4,8
User37526,6,9,3,7,10,6,6,10,2,10
User37527,5,6,7,10,5,1,8,3,6,6
User37528,7,2,6,8,1,9,8,5,7,8
User37529,10,9,1,9,6,4,1,7,9,7
User37530,3,4,9,1,5,8,6,5,9,4
User37531,8,6,1,10,1,10,5,1,7,7
User37532,10,7,2,9,10,5,6,2,10,9
User37533,7,9,4,8,1,8,3,6,1,9
User37534,10,4,3,7,8,1,4,3,7,4
User37535,8,4,2,4,4,4,5,7,7,5
User37536,1,7,4,10,2,4,2,6,1,8
User37537,6,10,3,7,10,7,4,2,2,6
User37538,9,8,7,1,10,5,8,10,9,5
User37539,6,2,3,7,3,1,3,4,4,6
User37540,9,5,6,10,10,6,3,4,2,4
User37541,8,10,7,1,10,6,8,10,5,6
User37542,9,6,1,4,3,10,6,4,2,10
User37543,2,5,8,1,8,9,6,7,10,5
User37544,4,10,1,8,4,2,9,4,3,4
User37545,5,3,5,10,3,1,9,4,5,9
User37546,8,8,2,8,1,8,9,9,8,8
User37547,4,2,7,1,9,1,8,6,3,3
User37548,5,10,7,9,9,8,2,8,7,2
User37549,8,3,1,9,5,2,7,10,5,4
User37550,2,10,9,4,4,10,6,8,10,10
User37551,3,7,9,1,6,8,7,3,5,9
User37552,6,7,8,9,9,6,3,10,10,1
User37553,3,9,9,8,4,4,9,6,5,1
User37554,10,6,4,6,3,7,2,5,6,5
User37555,2,4,5,2,1,10,10,3,2,7
User37556,8,7,8,1,4,4,5,4,1,10
User37557,7,3,5,8,5,9,2,8,9,1
User37558,4,5,6,7,2,5,5,5,4,3
User37559,7,3,6,3,5,9,5,5,10,9
User37560,1,2,3,6,7,3,8,8,2,5
User37561,6,4,6,7,5,7,6,6,9,4
User37562,3,3,3,9,9,1,1,10,10,2
User37563,10,7,10,3,5,2,6,4,6,3
User37564,3,2,4,6,8,6,8,5,7,8
User37565,6,9,7,8,4,8,2,5,10,10
User37566,9,9,8,3,9,8,6,9,3,4
User37567,6,9,7,3,10,10,1,8,2,4
User37568,3,10,5,10,2,10,1,5,1,4
User37569,10,8,10,4,9,4,1,6,8,6
User37570,5,10,10,1,9,9,3,8,3,7
User37571,6,9,2,3,6,6,7,4,4,10
User37572,1,6,4,1,6,6,5,6,2,3
User37573,10,9,3,2,1,3,9,7,4,2
User37574,5,9,4,7,3,6,4,8,1,9
User37575,8,5,7,5,10,9,6,5,6,2
User37576,6,9,5,10,8,9,2,6,1,8
User37577,5,3,1,9,1,1,7,3,2,1
User37578,5,2,6,7,1,6,6,10,8,6
User37579,4,1,7,7,9,2,8,7,5,2
User37580,2,3,3,1,6,9,3,4,8,4
User37581,10,8,6,10,5,7,10,5,10,6
User37582,5,7,7,2,3,8,6,3,6,9
User37583,3,4,6,8,1,2,8,2,9,5
User37584,6,3,7,9,2,4,5,7,10,6
User37585,5,1,1,4,9,5,1,4,9,8
User37586,2,8,6,7,7,6,10,4,6,10
User37587,3,2,5,10,7,1,7,9,6,9
User37588,6,4,7,7,2,6,2,6,4,4
User37589,2,7,6,9,3,2,6,2,5,6
User37590,2,7,6,3,5,3,3,3,6,4
User37591,8,6,5,3,6,10,8,8,6,4
User37592,2,5,8,3,9,9,1,4,6,7
User37593,3,10,8,5,6,3,6,9,1,7
User37594,5,6,8,5,5,3,2,10,1,10
User37595,7,2,8,9,9,4,2,1,9,10
User37596,9,6,9,3,4,9,9,3,9,3
User37597,10,1,9,3,10,1,1,7,10,1
User37598,7,7,3,9,3,8,6,3,1,7
User37599,2,7,7,1,8,3,4,7,6,7
User37600,2,8,6,7,9,7,6,8,7,9
User37601,1,9,7,5,8,3,4,1,6,8
User37602,6,9,1,7,5,3,2,7,1,4
User37603,9,9,6,3,5,5,3,6,3,5
User37604,3,9,10,9,6,9,1,5,4,4
User37605,9,1,4,7,9,7,4,9,6,10
User37606,7,10,10,10,9,3,10,10,7,2
User37607,2,7,6,4,7,2,2,5,3,5
User37608,9,10,10,4,4,10,4,10,3,1
User37609,5,6,7,2,5,8,5,4,1,5
User37610,1,7,7,6,5,6,8,10,7,1
User37611,1,9,8,1,4,9,9,10,9,5
User37612,8,2,7,10,2,9,4,7,3,5
User37613,9,8,8,2,10,4,8,4,10,2
User37614,7,3,7,5,6,9,6,9,6,3
User37615,2,1,5,2,9,8,1,7,3,1
User37616,8,1,2,4,2,6,7,9,2,6
User37617,10,5,7,1,7,1,2,5,1,10
User37618,4,8,10,8,1,5,7,1,5,2
User37619,5,9,9,4,9,6,10,2,10,8
User37620,3,4,5,1,4,9,7,7,7,9
User37621,3,4,7,9,5,7,3,9,5,1
User37622,1,3,5,3,6,8,5,6,7,1
User37623,1,1,3,10,8,2,5,3,7,5
User37624,4,1,3,1,4,8,8,7,1,4
User37625,2,2,6,1,10,10,9,7,7,9
User37626,6,2,5,5,9,6,10,10,7,9
User37627,6,2,6,3,1,3,2,10,9,9
User37628,10,8,1,4,10,3,1,1,6,8
User37629,8,8,10,5,10,3,9,2,4,7
User37630,10,4,5,3,7,10,3,5,2,3
User37631,8,8,4,4,4,6,4,10,8,6
User37632,1,9,6,9,5,5,5,2,3,6
User37633,3,1,9,3,5,5,1,5,3,1
User37634,9,4,9,2,9,3,7,1,6,6
User37635,4,3,10,4,4,7,3,6,10,6
User37636,2,4,2,10,2,6,8,5,2,6
User37637,4,7,1,10,7,4,8,4,10,4
User37638,1,7,10,10,6,6,8,7,7,1
User37639,10,4,5,10,7,1,4,2,7,9
User37640,9,9,10,8,4,9,5,4,6,4
User37641,2,5,8,7,10,9,2,8,10,7
User37642,10,2,5,8,5,2,6,7,1,6
User37643,10,3,1,3,5,6,4,3,4,10
User37644,4,6,4,8,6,5,9,10,6,1
User37645,4,6,3,3,4,10,6,7,7,10
User37646,3,8,10,2,3,10,2,6,9,3
User37647,4,5,4,9,5,1,9,1,7,4
User37648,8,10,2,6,5,6,8,5,3,9
User37649,9,9,3,8,6,10,8,5,9,3
User37650,10,3,2,3,6,6,8,10,7,10
User37651,2,1,2,9,6,6,8,4,4,9
User37652,9,7,5,3,1,1,7,3,9,9
User37653,4,6,2,6,1,1,7,3,1,10
User37654,6,2,4,9,5,9,6,9,3,5
User37655,10,3,5,7,8,8,7,7,3,5
User37656,4,2,7,3,9,8,7,6,7,2
User37657,8,9,9,6,5,8,5,7,4,6
User37658,10,1,3,2,1,10,4,8,5,3
User37659,10,6,1,6,10,10,2,4,7,10
User37660,7,8,2,10,7,4,10,3,7,5
User37661,7,2,6,8,4,6,2,9,8,2
User37662,2,8,10,1,9,2,8,4,7,6
User37663,10,5,2,3,1,2,6,7,2,3
User37664,10,1,7,6,4,1,8,3,9,1
User37665,1,10,5,6,7,2,4,7,6,8
User37666,5,5,4,4,2,3,5,9,4,4
User37667,6,5,3,5,5,5,8,6,1,1
User37668,10,9,4,2,10,3,2,2,10,2
User37669,1,1,7,1,2,9,8,4,1,3
User37670,6,7,3,1,7,5,4,1,7,7
User37671,5,10,9,4,1,9,6,10,1,8
User37672,9,7,10,4,6,5,5,2,2,8
User37673,10,5,9,5,6,6,10,7,10,9
User37674,1,10,9,9,10,9,10,10,1,4
User37675,8,10,8,6,6,5,1,7,4,3
User37676,5,9,6,7,9,7,10,3,5,6
User37677,4,5,2,1,9,10,5,10,9,6
User37678,5,8,1,1,3,3,8,6,7,7
User37679,8,9,10,3,8,4,9,9,3,3
User37680,2,5,5,2,3,8,10,1,4,4
User37681,10,7,3,9,5,10,3,6,6,6
User37682,7,5,8,3,4,3,4,8,9,1
User37683,5,2,3,6,8,8,2,10,10,7
User37684,1,7,5,4,1,1,5,9,4,7
User37685,5,8,1,3,2,6,9,4,9,2
User37686,7,8,3,4,3,4,8,3,2,3
User37687,4,4,5,5,5,8,2,4,2,6
User37688,10,2,5,5,8,4,5,7,6,3
User37689,4,7,6,1,8,2,2,6,10,1
User37690,3,4,9,5,8,2,7,5,6,10
User37691,9,10,10,10,8,5,6,4,5,10
User37692,1,2,8,3,5,4,9,10,3,2
User37693,10,9,8,3,9,3,9,8,8,5
User37694,5,8,7,3,6,7,9,5,5,2
User37695,10,4,5,9,4,2,7,5,5,6
User37696,1,8,3,1,6,10,4,3,5,10
User37697,10,3,1,6,6,9,9,3,4,8
User37698,5,5,3,10,2,7,8,6,3,5
User37699,1,5,3,6,2,7,6,5,4,8
User37700,10,2,9,7,9,10,7,10,8,5
User37701,2,7,7,2,9,5,7,5,7,7
User37702,1,7,9,8,6,2,7,3,2,6
User37703,8,4,1,9,3,1,2,6,1,8
User37704,5,3,8,3,8,1,6,10,9,5
User37705,8,7,9,6,3,6,1,10,1,9
User37706,9,7,4,7,9,6,8,2,6,7
User37707,4,1,7,4,10,2,10,10,3,7
User37708,1,5,8,2,5,3,9,9,6,4
User37709,6,1,8,6,1,10,9,3,2,8
User37710,4,7,10,7,7,1,1,3,5,9
User37711,2,2,1,7,1,2,9,8,6,10
User37712,1,5,8,8,6,2,2,10,3,7
User37713,7,7,1,2,9,4,9,10,8,2
User37714,5,9,6,9,8,9,10,2,10,3
User37715,2,6,9,9,2,3,1,9,6,3
User37716,5,7,2,4,10,2,5,5,7,7
User37717,8,2,6,1,8,2,3,4,2,4
User37718,8,2,6,4,3,5,2,9,4,9
User37719,9,9,1,1,1,8,10,9,2,6
User37720,2,7,6,1,9,8,2,3,10,9
User37721,4,5,8,9,1,3,9,9,9,2
User37722,1,9,1,7,5,4,9,2,10,9
User37723,4,2,9,1,2,10,3,2,1,9
User37724,6,3,8,5,6,6,2,4,5,9
User37725,6,1,9,5,5,7,7,8,3,7
User37726,2,8,3,5,5,9,1,10,8,8
User37727,7,6,4,10,9,6,10,3,8,8
User37728,2,6,9,9,3,10,2,4,7,7
User37729,4,5,5,8,3,5,6,10,1,2
User37730,7,5,8,5,2,5,4,5,6,3
User37731,4,8,8,9,3,6,9,7,4,5
User37732,4,8,1,5,6,6,9,4,7,3
User37733,1,9,4,3,5,1,2,10,6,9
User37734,7,1,10,3,9,5,10,2,4,7
User37735,5,2,2,4,9,8,10,8,4,9
User37736,3,3,5,3,8,3,4,2,9,7
User37737,9,8,1,4,2,3,6,6,6,7
User37738,2,10,10,3,4,8,9,9,7,10
User37739,1,7,5,7,8,4,9,2,4,2
User37740,9,1,2,4,4,9,2,7,8,7
User37741,4,3,5,6,8,8,2,9,10,9
User37742,10,7,3,2,4,4,9,10,7,6
User37743,5,2,10,6,2,3,7,10,10,8
User37744,6,1,10,5,8,8,5,7,4,1
User37745,5,10,10,6,3,6,2,10,8,2
User37746,2,4,6,5,8,10,1,2,1,8
User37747,10,2,10,4,7,9,7,10,7,5
User37748,4,4,9,8,2,10,2,2,8,4
User37749,4,10,3,9,1,9,10,2,8,3
User37750,8,3,6,9,9,8,2,8,2,9
User37751,7,7,9,3,1,3,10,1,10,6
User37752,2,10,8,7,8,2,6,2,5,5
User37753,8,10,8,4,4,10,8,9,3,9
User37754,10,3,10,7,9,6,7,7,3,3
User37755,5,8,6,1,7,5,6,1,8,6
User37756,2,1,1,8,9,2,4,4,3,5
User37757,5,1,5,9,7,6,4,9,6,8
User37758,2,2,5,10,4,7,5,7,8,4
User37759,5,2,1,3,3,10,8,5,1,4
User37760,6,5,6,5,4,4,7,4,10,5
User37761,2,9,2,7,8,10,5,2,1,4
User37762,2,2,9,1,5,6,10,10,8,4
User37763,6,7,9,3,5,8,7,3,6,3
User37764,3,6,5,4,6,8,10,2,6,7
User37765,5,4,2,10,3,6,9,8,8,1
User37766,4,4,5,10,6,6,9,9,5,5
User37767,7,10,2,1,1,10,7,9,10,3
User37768,2,1,10,7,8,6,2,9,1,9
User37769,2,4,5,9,4,9,6,5,1,1
User37770,2,5,9,6,6,10,10,10,6,1
User37771,7,8,3,10,8,7,5,7,1,7
User37772,7,8,1,8,10,8,8,3,5,7
User37773,3,5,9,8,4,2,9,5,3,10
User37774,8,4,4,8,6,2,2,7,1,5
User37775,3,5,10,8,7,3,4,7,4,6
User37776,9,5,7,8,1,2,9,3,3,4
User37777,3,3,9,8,5,6,7,7,8,5
User37778,6,4,6,2,7,7,6,3,1,7
User37779,5,4,3,5,4,10,2,5,4,9
User37780,2,5,1,9,1,4,5,6,9,1
User37781,10,2,7,3,1,9,2,2,8,3
User37782,9,7,4,10,9,2,9,10,3,5
User37783,6,9,1,4,4,2,9,5,7,7
User37784,8,4,3,7,2,5,6,4,10,4
User37785,6,3,7,10,10,7,5,1,7,8
User37786,1,6,6,10,6,1,6,6,3,5
User37787,7,8,1,3,6,1,9,10,7,2
User37788,5,9,5,9,5,1,8,5,7,1
User37789,3,2,5,1,6,8,7,9,6,10
User37790,8,6,2,8,4,3,5,4,2,2
User37791,6,6,7,3,5,2,4,7,5,7
User37792,10,6,2,4,8,5,9,2,9,10
User37793,6,5,5,1,2,7,6,7,7,9
User37794,9,1,9,5,5,9,6,10,1,4
User37795,10,10,6,9,6,4,3,8,1,9
User37796,2,6,3,8,3,3,5,4,1,10
User37797,3,8,4,6,8,10,9,10,7,5
User37798,5,3,2,7,1,10,3,5,8,4
User37799,9,2,1,2,3,4,4,3,6,1
User37800,5,9,8,1,5,1,3,6,1,8
User37801,10,7,7,7,6,1,1,7,1,9
User37802,2,9,5,5,9,9,6,4,7,10
User37803,3,4,10,9,8,7,5,7,8,8
User37804,4,7,2,1,9,3,4,4,2,7
User37805,10,9,3,2,7,10,9,9,6,6
User37806,9,8,4,8,2,10,5,6,9,1
User37807,9,10,3,5,9,3,9,7,5,8
User37808,5,7,8,10,7,9,7,3,5,6
User37809,7,10,1,6,8,1,3,7,1,10
User37810,8,5,5,9,6,3,3,1,4,3
User37811,7,5,4,7,7,10,5,10,7,9
User37812,10,9,4,5,1,4,7,9,2,4
User37813,10,1,8,6,2,8,9,7,6,3
User37814,9,3,5,3,10,7,8,4,1,10
User37815,2,2,3,8,4,1,7,1,10,7
User37816,1,5,10,9,1,5,1,4,3,5
User37817,4,3,7,3,6,7,9,4,9,2
User37818,5,3,4,10,8,6,10,1,10,9
User37819,6,2,6,8,7,4,6,3,5,9
User37820,1,7,9,2,4,3,5,9,2,3
User37821,9,10,7,6,8,6,10,9,2,8
User37822,7,9,2,5,8,5,1,8,9,1
User37823,6,5,2,9,8,2,4,7,9,8
User37824,4,3,8,8,3,8,8,8,5,8
User37825,1,4,3,7,8,8,4,3,9,9
User37826,9,6,10,3,8,8,3,6,5,8
User37827,7,4,1,8,9,1,3,3,4,10
User37828,6,10,1,5,8,5,1,6,8,5
User37829,5,10,1,10,1,6,3,7,7,2
User37830,8,1,5,1,5,10,1,9,7,2
User37831,5,8,3,3,7,6,1,5,1,6
User37832,1,4,8,4,10,10,7,10,8,8
User37833,10,10,6,9,7,3,2,6,5,10
User37834,7,6,4,7,8,8,2,5,9,2
User37835,6,9,1,10,4,6,9,9,5,10
User37836,6,1,7,10,4,8,7,9,4,6
User37837,5,3,5,5,4,4,4,7,1,2
User37838,8,2,9,1,1,8,1,5,1,9
User37839,5,2,10,8,5,2,1,7,1,1
User37840,10,5,8,3,6,2,2,6,10,7
User37841,4,9,3,5,4,8,9,3,10,4
User37842,5,2,4,5,7,6,1,8,4,1
User37843,3,5,6,5,6,1,6,8,8,4
User37844,4,4,1,9,4,1,6,6,6,3
User37845,9,2,2,8,6,2,1,1,4,7
User37846,9,5,7,3,1,4,7,2,9,3
User37847,10,3,6,3,2,5,4,7,9,1
User37848,5,2,9,3,8,8,1,5,10,6
User37849,8,3,8,10,5,8,4,2,10,4
User37850,1,5,10,9,4,6,10,9,1,6
User37851,6,6,10,1,7,3,3,1,2,6
User37852,10,5,10,2,2,1,7,10,8,9
User37853,4,4,9,9,8,7,5,2,9,6
User37854,6,3,10,6,10,5,1,1,10,5
User37855,7,7,8,1,3,5,9,7,8,5
User37856,6,7,6,7,7,9,5,8,8,4
User37857,2,3,2,3,4,6,8,1,9,2
User37858,9,5,2,9,5,9,6,5,6,3
User37859,6,9,8,6,5,5,8,3,4,6
User37860,7,2,4,10,8,3,2,5,6,6
User37861,1,9,4,2,6,1,3,4,10,8
User37862,5,8,9,6,8,8,6,8,4,1
User37863,3,7,10,5,9,6,10,8,4,6
User37864,1,6,5,4,2,1,5,4,10,7
User37865,8,2,9,8,8,1,10,9,10,6
User37866,10,2,3,6,5,7,4,3,10,2
User37867,8,8,8,2,6,6,5,7,8,9
User37868,5,10,3,8,3,6,6,8,5,6
User37869,8,2,5,4,5,4,6,4,5,6
User37870,5,10,1,3,7,2,9,3,9,9
User37871,4,10,8,2,7,2,4,5,3,2
User37872,7,3,2,1,1,4,2,7,4,5
User37873,4,10,9,9,2,5,10,2,1,9
User37874,1,6,6,3,3,5,8,5,2,8
User37875,10,10,4,9,3,8,9,1,8,5
User37876,4,6,6,6,3,1,7,2,1,10
User37877,4,3,3,3,4,10,4,1,10,3
User37878,4,9,4,6,2,1,9,9,5,5
User37879,6,7,3,6,2,8,4,1,5,8
User37880,6,5,9,2,8,9,4,5,6,1
User37881,8,3,5,4,3,4,6,8,10,3
User37882,7,10,2,7,10,4,3,5,10,8
User37883,1,10,6,10,9,1,8,2,10,10
User37884,10,10,5,4,4,7,2,8,6,2
User37885,9,4,10,7,3,9,6,5,4,7
User37886,4,3,1,4,4,2,6,6,6,6
User37887,8,5,3,10,4,8,3,9,10,3
User37888,1,2,7,4,3,3,2,7,2,5
User37889,6,6,3,8,8,1,4,2,9,6
User37890,4,6,2,8,5,2,8,1,10,4
User37891,4,8,2,8,5,5,2,5,4,2
User37892,9,10,7,8,1,6,9,8,8,6
User37893,10,3,9,7,9,4,2,2,10,9
User37894,1,1,6,4,1,6,7,10,5,9
User37895,8,2,4,1,9,7,1,2,7,6
User37896,10,6,3,4,1,6,5,5,10,1
User37897,5,2,10,8,9,4,7,10,4,5
User37898,6,3,7,4,7,1,1,9,4,10
User37899,4,6,5,2,1,5,7,6,7,5
User37900,2,6,7,5,8,3,7,7,7,8
User37901,2,3,1,8,7,5,10,5,10,5
User37902,4,5,6,1,3,10,4,9,7,6
User37903,3,9,10,4,3,1,4,9,6,5
User37904,10,4,8,4,6,8,2,10,1,3
User37905,10,1,6,2,5,10,2,7,1,6
User37906,2,7,4,2,8,5,10,10,5,3
User37907,4,7,7,3,3,9,4,9,4,5
User37908,4,6,8,7,10,2,6,9,2,5
User37909,3,4,6,5,3,8,1,7,6,9
User37910,4,4,8,7,5,2,4,6,8,6
User37911,8,6,5,8,1,2,4,2,5,4
User37912,6,6,10,9,5,8,2,1,1,10
User37913,2,6,1,3,10,3,10,2,10,5
User37914,1,5,9,7,6,3,2,8,4,7
User37915,10,8,8,4,3,10,5,9,9,9
User37916,3,8,3,7,9,7,5,5,10,5
User37917,9,1,10,5,10,8,7,2,2,8
User37918,10,2,6,6,5,10,2,5,5,7
User37919,10,2,4,5,6,1,5,4,7,5
User37920,6,1,9,5,8,1,4,10,7,8
User37921,8,2,6,7,10,4,7,10,6,1
User37922,2,9,6,5,2,7,7,2,10,9
User37923,7,1,1,2,2,5,6,10,1,4
User37924,7,5,9,1,3,9,10,2,2,7
User37925,6,5,2,1,9,3,5,6,10,1
User37926,6,7,7,2,2,2,8,2,4,7
User37927,8,7,8,7,2,6,5,7,1,5
User37928,6,10,5,8,10,6,2,3,8,3
User37929,8,9,1,2,2,8,8,1,6,4
User37930,2,7,4,10,2,4,1,7,2,8
User37931,6,8,8,7,2,7,9,4,6,6
User37932,1,8,3,3,3,9,4,8,6,3
User37933,6,8,7,3,4,5,4,4,2,3
User37934,7,1,5,4,8,8,5,3,7,10
User37935,5,3,10,10,2,7,10,1,4,9
User37936,9,6,4,4,10,1,4,2,7,2
User37937,6,10,7,4,10,7,9,2,1,10
User37938,8,8,7,8,8,7,6,5,3,5
User37939,7,2,8,6,5,4,6,10,10,7
User37940,5,1,3,9,8,7,6,9,10,5
User37941,4,8,3,3,4,3,8,4,1,3
User37942,7,5,7,1,5,1,7,4,1,8
User37943,8,10,5,7,9,3,8,3,9,10
User37944,10,7,2,8,1,5,4,3,5,3
User37945,5,8,2,4,6,1,10,7,1,6
User37946,9,5,5,5,9,4,8,8,9,6
User37947,7,5,8,2,4,10,6,10,9,7
User37948,1,4,3,1,10,3,8,2,5,7
User37949,4,2,5,10,3,8,1,7,4,4
User37950,9,4,4,7,7,8,1,2,9,7
User37951,4,9,10,2,10,10,9,1,10,4
User37952,6,10,8,8,6,10,6,2,7,10
User37953,5,7,7,1,7,2,9,8,8,3
User37954,10,4,10,8,4,4,10,8,5,7
User37955,8,1,10,9,9,9,4,2,2,6
User37956,1,5,3,10,7,8,6,10,2,10
User37957,6,2,5,5,6,9,8,8,8,5
User37958,2,5,9,5,10,9,3,8,4,5
User37959,6,5,8,10,6,5,9,6,8,1
User37960,9,2,3,1,3,7,3,1,1,8
User37961,7,9,1,3,7,5,9,6,4,9
User37962,10,2,6,1,8,10,8,5,10,8
User37963,7,4,3,7,10,9,3,6,3,10
User37964,1,1,3,2,8,8,4,8,8,8
User37965,1,5,2,10,5,10,10,10,8,10
User37966,7,4,1,9,5,7,8,5,3,6
User37967,3,5,10,1,6,3,6,2,10,4
User37968,4,2,4,4,1,3,10,3,2,5
User37969,7,8,1,6,5,1,3,4,9,10
User37970,7,9,4,2,5,9,4,7,5,9
User37971,1,2,6,6,10,7,4,8,1,10
User37972,3,3,9,9,8,1,3,5,5,3
User37973,7,9,3,1,2,4,9,5,7,7
User37974,3,8,9,7,6,4,7,5,9,5
User37975,2,4,9,3,8,9,4,8,6,3
User37976,5,1,3,8,8,10,8,6,7,9
User37977,9,10,3,6,10,9,5,8,10,7
User37978,3,3,9,6,9,3,6,5,2,3
User37979,7,1,2,4,5,4,8,7,9,8
User37980,1,1,8,4,10,8,6,2,4,6
User37981,10,7,2,6,8,1,10,10,10,7
User37982,9,6,8,7,10,9,2,1,9,1
User37983,4,8,9,6,2,1,7,8,2,1
User37984,7,5,6,5,2,5,9,7,6,4
User37985,6,3,10,1,5,10,2,4,6,4
User37986,6,9,6,6,10,9,9,9,8,1
User37987,1,9,7,3,7,6,6,4,3,9
User37988,9,10,6,3,9,10,5,10,6,2
User37989,3,4,8,9,9,8,3,2,10,5
User37990,8,7,7,2,1,1,3,2,3,1
User37991,4,4,8,5,9,9,10,10,1,6
User37992,7,8,7,7,8,8,4,2,9,5
User37993,6,6,10,4,7,7,5,1,10,9
User37994,5,5,9,3,9,2,10,4,4,7
User37995,4,9,5,1,2,1,4,7,9,10
User37996,4,2,9,7,4,8,2,7,7,7
User37997,1,10,3,8,6,4,8,3,4,10
User37998,9,7,6,8,8,10,3,4,10,9
User37999,5,5,6,1,1,1,5,8,8,5
User38000,10,8,6,5,2,4,3,1,8,2
User38001,9,4,5,4,1,10,3,10,5,6
User38002,1,8,4,5,10,1,8,2,10,10
User38003,2,10,10,5,10,8,9,2,9,1
User38004,5,6,10,7,3,4,3,7,1,8
User38005,1,5,1,6,3,10,8,5,5,4
User38006,7,3,5,3,10,6,5,1,10,10
User38007,9,2,1,3,9,9,7,9,3,2
User38008,2,2,8,6,1,10,4,5,3,3
User38009,5,6,10,3,10,7,6,7,8,10
User38010,5,4,6,7,7,2,1,10,3,1
User38011,2,7,10,1,9,2,3,10,2,9
User38012,6,3,10,4,9,2,2,3,5,3
User38013,5,1,3,8,8,7,8,8,5,6
User38014,6,6,3,4,9,3,1,6,2,7
User38015,10,3,4,8,6,6,9,8,1,3
User38016,2,9,8,3,7,5,7,4,3,9
User38017,6,8,4,1,2,3,8,2,3,2
User38018,9,4,10,4,7,5,8,1,3,4
User38019,6,4,9,2,5,9,2,7,8,9
User38020,1,1,1,6,1,6,5,4,5,6
User38021,6,4,2,2,5,1,9,10,4,7
User38022,2,3,8,8,1,4,6,1,10,10
User38023,2,9,4,4,1,2,6,9,9,1
User38024,5,6,3,2,1,4,9,7,7,1
User38025,6,3,8,1,3,8,5,4,4,4
User38026,3,7,3,7,10,2,1,5,1,4
User38027,10,10,6,8,7,4,8,6,5,2
User38028,3,1,9,2,4,10,1,3,5,9
User38029,5,4,2,1,3,8,7,9,8,1
User38030,3,1,2,10,8,2,7,3,4,7
User38031,6,6,8,2,9,1,5,6,8,5
User38032,1,4,2,6,1,6,7,2,10,3
User38033,1,4,3,5,2,4,7,4,2,7
User38034,4,5,3,1,3,10,4,2,3,9
User38035,4,4,3,6,3,8,6,4,9,6
User38036,8,7,4,10,1,10,9,3,6,4
User38037,7,1,9,4,2,5,1,5,8,3
User38038,10,1,8,8,2,7,7,9,6,9
User38039,2,5,3,5,1,1,6,3,7,1
User38040,5,8,10,2,8,1,6,1,9,1
User38041,7,8,3,6,5,3,10,7,4,2
User38042,4,6,8,3,3,1,6,2,7,6
User38043,1,10,5,5,5,2,10,6,5,3
User38044,1,9,6,6,2,9,5,9,1,1
User38045,9,6,1,7,3,2,9,6,3,9
User38046,8,2,10,10,1,10,3,6,6,7
User38047,3,4,9,1,3,6,6,6,5,5
User38048,2,3,3,5,9,6,2,2,5,8
User38049,2,1,8,10,6,2,1,4,7,6
User38050,5,3,10,9,3,6,4,1,3,9
User38051,8,7,10,9,9,4,3,9,10,5
User38052,6,1,2,1,10,1,6,10,10,2
User38053,10,2,8,2,6,4,10,8,4,4
User38054,1,8,3,5,10,5,1,3,3,2
User38055,7,1,6,9,7,7,6,3,5,5
User38056,8,10,10,4,1,1,1,8,9,10
User38057,6,4,4,1,7,4,6,2,2,5
User38058,3,3,3,6,8,5,6,10,3,3
User38059,3,3,1,6,8,9,5,9,4,9
User38060,6,3,2,8,7,2,7,10,2,3
User38061,5,9,10,5,8,9,9,9,3,2
User38062,4,4,8,8,2,7,4,3,3,8
User38063,6,2,10,5,1,7,8,2,10,5
